channel_handle,channel_name,subscribers,n_videos,total_views,median_views,max_views,mean_duration_sec,top_video_title
@isadoesai,Isa does AI,55100.0,38,741948,15942,89051,689,How to Use Suno AI Better than 99% of People
@5preguntasincomodas,Preguntas Incómodas,903000.0,38,5162913,127039,445720,1213,¿Final de la pesadilla en Venezuela o el inicio de algo peor?
@kupferfuchs,Kupferfuchs,,38,1915581,52462,87256,1317,X GEHEIMTIPPS bei ACTION - Ich zeige euch meine Frühlings-Favoriten 💐
@Sam_tyler_,Sam Tyler ,98600.0,37,2618628,47279,315394,1725,The truth about Thailand told by a policeman
channel/UCxcDzs-4quJV4QsairlFYNg,Alejavi Rivera,548000.0,37,5070534,136755,285722,1706,Chao Antigravity! Claude Code ahora es GRATIS y SIN Límites (Ollama) 💣
@roboverse987,Roboverse,113000.0,37,1200315,22324,157017,638,STOP Wasting Credits & Master Higgsfield AI in 8 Min
@SoUmCaraSo,Só um cara só,10200.0,37,2856,71,274,1305,Sonambula
@circulodaelite1,Círculo da Elite,,37,988108,10813,193613,2441,A Queda Solitária de Aristóteles Onassis: O Bilionário Que Perdeu Tudo | Documentário
@MarkRoussinCPA,"Mark Roussin, CPA",153000.0,37,1474790,30285,231990,769,Stock Market Crash 2026: What to Do From Here
@USASeniorLawGuide,USA Senior Law Guide,,37,840515,1197,348085,1264,Huge Update: Senate Passes Elder Care Bill — What It Means for Seniors
@ketotwins,Keto Twins,283000.0,37,1914957,35420,185864,754,This Viral Weight Loss Dessert is Taking Over The World!
@SugarSpunRun,Sugar Spun Run,457000.0,36,3030841,20568,1057606,581,"Once You Try Chocolate chip Cookies This Way, You Won't Go Back"
channel/UCUrYBZGlEOSD1_ds_HcNd6A,Xataka,1800000.0,36,787831,11798,154438,619,¿Qué SAMSUNG COMPRAR en 2026? 📱 GUÍA DEFINITIVA desde el Galaxy A17 al S26 Ultra
@FinancialEducation,Financial Education,932000.0,36,4279868,114904,174698,2336,This Stock will be my Next Palantir‼️
channel/UCsDXXCoXaS-wO1Wnnt_LM3A,CenteIA Education,113000.0,36,164343,2734,24012,1128,"ChatGPT vs Claude: ¿Cuál es el mejor en 2026? (Hechos, no opiniones)"
@Speak2.0,Speak,1020000.0,36,13499174,308874,1055918,764,DETENGAN LOS VÍDEOS QUE PASARÍA?
@magnusmefisto,Magnus Mefisto,2210000.0,36,6212188,133156,774785,1696,Las Predicciones del Profesor Chino que Están Asustando a Internet
channel/UCkdFXlSdL1cmYbpbry2wsdA,Alejandro Pérez,786000.0,36,2577075,24846,1225653,557,Dejé de usar POWERBANKS grandes por ESTA mini
@TheCookingFoodie,The Cooking Foodie,3290000.0,35,700264,14341,184603,264,Savory Cottage Cheese Muffins | Healthy High-Protein Breakfast
@daily_chinese,毎日中華,,35,5356846,111962,1247994,348,【サバ缶の簡単レシピ】卵と焼いて混ぜるだけ！包丁・まな板いらず！激うま。
@sanpiryoron,【賛否両論】笠原将弘の料理のほそ道,,35,11233226,281251,849404,1164,スーパーの食材1000円で3品完成！プロの本気料理がすごすぎた
@actressramyapandian,Ramya Pandian,107000.0,35,3285799,70223,218465,833,Mom Visits Me in Punjab | Ramya Pandian Family Vlog | Food & Fun
@morifae_,morifae,12000.0,35,112676,1620,21068,4797,kiki's delivery service meets persona? ✨ | the witch's bakery cozy demo gameplay 🥐
@oldhead,OLD HEAD,16700.0,35,40512,473,21589,4819,"Anthrax - ""It's For the Kids"" - NEW SONG REACTION"
@Priyavlog-o5m,Priya vlog 2005,6210.0,34,2693062,6038,842046,191,"Unlimited Vlogs May 13, 2026 | Lifestyle, Beauty & Fun in One Video! #unlimited #vlog"
@senakumadesu,せなくまチャンネル,476000.0,34,430258,9614,51483,5228,【祝5周年】視聴者さんが選ぶ名場面総集編🌸2026
@Chansonsducœur6868,Chansons du Cœur,,34,167418,522,69710,3865,"Nostalgie Chansons Françaises Mix 2026 ♫ Lara Fabian, FrédéricFrançois, Joe Dassin, Celine Dion"
@TodoCode,TodoCode,270000.0,34,441063,11086,50228,1187,👀 REACCIONANDO A PORTFOLIOS  🤓 Parte 18
@RAIVENSWORDTV,RAIVENSWORD,295000.0,34,346970,8583,38584,577,TOP 10 Mejores Juegos SIN INTERNET!! (OFFLINE) para Android & iOS 2026 ✅
@ChronicleMedieval,Chronicle - Medieval History Documentaries,871000.0,34,2245126,36830,471843,3275,"Archeologists Investigate 50,000-Year-Old Brazilian Rock Art"
@sydmac,Syd Mac ♡,512000.0,34,3471193,91426,332272,1716,I Spent 24 Hours Building in The Sims 4
channel/UCC_dG12eHDmDLIPSz39EYOA,Weaver Beats,74100.0,34,631635,15972,50378,782,This Company Should NOT Exist...
@Acoustic198x,Acoustic Love Songs,,33,1156570,8101,360087,2694,MUSIC TRAVEL LOVE TOP PLAYLIST | Acoustic Songs 2026
@nourishmovelove,nourishmovelove,1090000.0,33,2843989,85496,355663,1442,"15-Minute Lymphatic Drainage Workout (All Standing, No Equipment)"
@allrecipes,Allrecipes,3280000.0,33,30794122,810569,2290456,1214,15 Kitchen Hacks You Need to Know (Nicole's Best Tips & Tricks!) | Allrecipes
@andreardriguezc,Andrea Rodriguez,16000.0,33,427528,12545,24407,2753,"vlog de lunes, ah ¿ os adentráis en la reforma? AAAAA!"
@shun01,しゅんの節約生活,,33,794536,19671,57297,630,【1人暮らし節約生活】３４歳会社員の平日５日間タッパー弁当！！
@IslandHopperTV,Island Hopper TV,511000.0,32,1088281,20480,221215,1492,Phuket Thailand Travel Guide 2026 4K
@GrandesRelatosparaDormir,Grandes Relatos para Dormir,10400.0,32,923319,5088,411495,2286,TODA la Historia de los GITANOS: El Pueblo que Sobrevivió a Todo | Documental Completo
@JuliaPacheco,Julia Pacheco,1070000.0,32,3155568,77745,311359,1146,10 Tortilla Hacks You Need to Try | Julia Pacheco Recipes
@Plot_Time,Plot Time,,32,1205552,34748,101432,1303,"MALCOLM est désormais ""corrigé"" par l'époque moderne 🏳️‍🌈✅ | Critique Rien n'a changé | VlogTime"
@SoyCarolinaDiaz,Carolina Díaz,6690000.0,32,6244774,174735,571451,1076,Espiando a mi novio por 24 horas
@SmilingSound456,Smiling Sound,,31,1221969,6844,603131,4496,Best Acoustic Songs 2026 💝 Top English Acoustic Music 2025 New Songs Cover to Start Your Good Day
@dabbleandtravel,Dabble and Travel,633000.0,31,2503526,60359,327749,2232,"Heaven On Earth, PHILIPPINES 🇵🇭 Romblon, The New BORACAY? (Bon Bon)"
@Noches.de.Ciencia,Noches de Ciencia,4420.0,31,173324,819,59930,10818,¿Qué Es La Inmortalidad Cuántica? Una de las Teorías Más Impactantes de la Ciencia Explicada
@LadyLilia,Lady Lilia,74700.0,31,84641,1976,10109,5226,"Cozy Winter Survival ❄️ The Long Dark Full Story Mode (No Ads, Pure Relaxing Vibes) Part 1"
@Einfache-Rezepte,Einfache Rezepte,,31,1765666,24566,234487,461,Schoko-Himbeer-Würfel wie vom Konditor – Schritt für Schritt zum Meisterwerk
@TheOscarExpert,The Oscar Expert,,31,1078616,28238,94887,1789,2026 Oscar Nominations REACTION!!
@monosrancios,monosrancios,85600.0,31,1316211,29888,122549,544,APROBACIONES
@madujoga,Madu Joga,31800.0,31,149086,1090,31350,2871,TOP 14 JOGOS DE CONSTRUÇÃO DE CIDADE MAIS ESPERADOS DE 2026! Os Melhores Jogos de Construção Aqui!
@flstudiowithkurfaat,Fl Studio With Kurfaat,78100.0,31,197813,4049,18190,1624,Music Producers… This is the End
@ThandoComedy,Thando Comedy,621000.0,30,8692483,289840,667233,1644,NEW PRISON EP7 - More Problems
@ImperiumetGloire,Imperium & Gloire,,30,788745,9100,218086,4521,L'Empire Axoum : Le Royaume Africain que Rome Craignait et que l'Histoire a Effacé
@countrysongscollection2026M5,Country Songs Collection,,30,616033,6170,138750,7713,"Country Music Mix 2026 ✨ Luke Combs, Chris Stapleton, Morgan Wallen, Jason Aldean, Luke Bryan"
@sola_ris,Solaris,64000.0,30,783430,16033,110830,579,"1 vs 150,000,000 Rolls in Sol's RNG"
@DigitallUniverse,DigitalVerse,27800.0,30,2484500,57716,523012,910,Who is Biblically Accurate Charlie? | Hazbin Hotel AU Story
@mamibhie,Unicorn Arellano,1300000.0,30,43614105,1191168,4148270,1767,KOSUKE di matiis si SHELLAINE 😍 bati na sila (calamansi prank ang dahilan?) kilig na kilig ako ♥️
@Krisandmads,Kristen & Maddie,29300.0,30,320686,10327,22661,2701,our 2026 tbr
@MejoresBandasÉxitos,Mejores Bandas Éxitos,,30,2608877,6320,891795,1381,Nos Faltó Decirlo 💔 | Karol G x Carin León - Canción Que Duele 2026 - (Banda Mix 2026)
channel/UCYthv-c__Osk6pfRMhe69IQ,Global beats,,30,5302156,3110,4423410,392,Silver Night - Kanye West (Седая Ночь - Юрий Шатунов) (Cover Remaster 2026)
@MinMinTractor,MinMin Tractor,252000.0,29,21221458,74086,16329604,987,DIY Mini Concrete Bridge with a Smart Dual Outlet Drainage System | @MinMinTractor
@nishkarshsharmaa,Nishkarsh Sharma,972000.0,29,4321653,87343,1022266,879,What 90 Days of Semen Retention Does to Your Brain
@sergioorduz,Sergio Orduz,415000.0,29,514122,9247,75283,1505,Empieza 2026 🔥 cardio sin saltos y de pie para perder peso RAPIDO y reducir cintura
@PeytonCharles,Peyton Maree Charles,166000.0,29,1677595,44319,139597,2577,"Living With A Newborn | Building a Routine, Valentines Day & More"
@AcousticBreeze-678,Acoustic Breeze ,,29,574553,13655,112495,4185,Hot Chill Love Songs 2026 🎈 Relaxing Acoustic Love Songs 2026 Cover 🎈 New Acoustic Music Hits 2026
@Cajadepeliculas,Caja de Peliculas,1170000.0,29,2368508,68674,199755,1234,MICHAEL: ¿Merece TANTO ODIO?
channel/UCv_n9oioNF6OpzR2dt6E4xg,Gorka Games,172000.0,29,416683,8557,72528,855,"This Unreal Engine AI Plugin DOES EVERYTHING (Blueprints, Behavior Trees, Widgets, Worlds & More)"
@LatinoSueco,Finanzas con Gus,602000.0,29,653198,17646,128371,728,La Crisis de Japón Ya Empezó (y arrastrará al mundo entero)
@aurorita_ec,Aurorita,106000.0,29,1433384,34447,219939,1150,Chancho entero a la brasa para celebrar los 100k
@ATraversHistoire,À Travers l’Histoire,,29,799137,1172,241418,1131,L'Histoire Entière de l'Iran en 12 Minutes !
@VeteranJoystick,Veteran Joystick,40000.0,29,1592201,31549,268953,477,The Indie Elder Scrolls Just Became A Problem | Tainted Grail
@Weldux,Weldux,52400.0,29,6526429,16876,3316162,1172,diy mini tractor soil unload and farm leveling science project @Weldux
@Wish107-5Radio-only1,OPM Wish Radio 2025,32100.0,29,1976505,54577,386631,6519,Best Skate Avenue PH Songs 2025 💙 OPM Trending Playlist | Non-Stop Tagalog Love & Hugot Hits
@EmiliaVLOG-t2r,Emilia VLOG 2001,810.0,28,400510,2767,203331,191,Cozy Vlog 2026 | Daily Routine & Order Packing
@soycristinadayz,Cristina Dayz ,77700.0,28,770766,15682,179974,836,25 Cosas (más) que son un completo desperdicio de dinero I Tips para AHORRAR
@ElRobotdePlaton,El Robot de Platón,3040000.0,28,8554580,276251,840197,1368,Cuánto Falta Para el Viaje Interestelar
@AutenticDocumentary,Autentic Documentary,102000.0,28,353259,3862,82147,3070,Ancient Druids: The Mystery of Celtic Priests | Full History Documentary
@emma.japanese,Emma:)Japanese,24800.0,28,131880,3916,9057,1299,おすすめの日本語勉強方法 / Shadowing | Japanese Podcast
@Aussienutz,Aussienutz,23000.0,28,72921,226,23150,2083,A Psychological Horror Game That Gets Inside Your Head #perceptum
@Seredna,Serena,41400.0,28,931141,26977,81345,3261,ALGO EXTRAÑO LE ESTÁ PASANDO A MI NOVIO 💀🚨 - Dependence | DEMO | Gameplay en Español | Serena
@NJR10CR710,NJR10 CR7⚡,727000.0,28,1177494,15304,330180,191,𝑲𝒀𝑳𝑰𝑨𝑵 𝑴𝑩𝑨𝑷𝑷𝑬 ● 𝑵𝑶 𝑩𝑨𝑻𝑰𝑫Ã𝑶 | 2026 ᴴᴰ
@rezepthub,Rezept hub,,28,6003158,56470,1493102,1199,"Wenn Sie zu Hause 3 Kartoffeln und 2 Eier haben, dann ist dieses göttliche Rezept für Sie!"
@ParamountJapan,パラマウント・ピクチャーズ 公式,,27,7514831,10746,4067473,145,映画『ストリートファイター／ザ・ムービー』ティザー予告編｜10月16日(金)全世界同時公開
@Mundukos,Mundukos,690000.0,27,509372,13247,108281,886,Mundukos desde Dubai: miles de vuelos cancelados
channel/UC_XaEmy0Rz49GkrhtpzqWlw,LuisCanary,106000.0,27,47391,1400,6133,756,GODOT 4.7 YA ESTÁ AQUÍ 🚀 (BETA) — Todas las NOVEDADES
@戦史研究会,戦史研究会,,27,1029449,24101,125648,1521,A級戦犯28人全員のティア表を勝手に作ってみた
channel/UCbskrcf8Mtkes437sdA3GcQ,SyntaxGTM (Tom Granot),137000.0,27,725034,6187,241761,915,Vibe Code Your WordPress (kintsu.ai) 🔥
@TheInvisibleUniverse1,The Invisible Universe,13300.0,27,574668,8662,111551,1298,Why Are Scientists PANICKING After CERN's Latest Discovery? | Truth By Lisa Randall
@AlexHormozi,Alex Hormozi,4200000.0,27,7449377,189079,1287217,2010,"If I Wanted to Make My First $100K in 2026, I’d Do This"
channel/UCwSozl89jl2zUDzQ4jGJD3g,Skill Leap AI,329000.0,27,935781,24719,129968,1005,Claude Cowork Is the First AI That Feels Like a Real Employee
@deepfocuslens,deepfocuslens,99500.0,26,470884,13234,45570,546,Top 5 BEST Movies 2025
@asdfgame3419,asdfgame,238000.0,26,3689005,129020,278585,3238,【ゆっくり実況】深入りしすぎると危険だと噂の不動産サイトが不気味過ぎた - ゆうひ不動産
@Jack.Daily.English,Jack Daily English,3530.0,26,577006,5565,119624,964,A Master Chef Lost to My Homemade Recipe🧑‍🍳 | Slow English Story for Beginners (A1-A2)
@FinanzasPlus,FinanzasPlus,171000.0,26,499022,13052,69459,1058,7 Formas de Ganar Dinero Con Bancolombia Que NO Conocías
@notabenemovies,Nota Bene,,26,7912449,280210,777938,1318,USA et Venezuela : comprendre la doctrine Monroe
@MakeriumOfficial,Makerium,293000.0,26,19693705,623618,2570800,1984,"Couple Transforms Their Backyard with Full DIY and Saves $60,000 | by @buildersblueprint"
@aruesu-game,アルエスのゆっくりゲーム実況,14600.0,26,440401,15052,30253,1360,【ゆっくり実況】バイト中に『喧嘩別れした元カノ』が狂った状態で襲ってくるゲームが異常に怖い【ホラーゲーム】
@Darttvoficial,Dart tv,982000.0,26,1502931,53710,108248,592,"Black Clover POLÉMICO FINAL, Netflix CAGO Solo Leveling, Kimetsu FECHA DE PELÍCULA"
@RapidFlow_Shop,Rapid Flow,9660.0,26,60130,1276,12283,1060,How to optimize Mac OS for music production?
@moviebobcentral,moviebob,152000.0,26,439793,16024,40153,1038,Review - PROJECT HAIL MARY (2026)
@gabbers77,Gabbers77,35900.0,26,5493,144,904,1170,Colección COMPLETA de FX INTERACTIVE ESPAÑA 😱💾
@dhruvrathee,Dhruv Rathee,32100000.0,26,325259856,10408239,33248685,1203,The DARK Secrets of Epstein Files | America's Biggest Scandal | Dhruv Rathee
@YUURI__CHANNEL,優里ちゃんねる【公式】,,26,26624076,778131,3707026,737,『世界が終わりました』acoustic ver. 優里 × 川崎鷹也
@Wish050,Make a wish 𐀔 !,10700.0,26,524348,6360,95584,290,GLOW UP EN 24 HORAS PARA IR A LA ESCUELA IRRECONOCIBLE ✨
channel/UCSf6S_PAhXsqGMTPDiKgdRg,BettaTech,272000.0,26,948195,21798,193723,974,La Verdadera Crisis del Software (y no es sólo la IA)
channel/UCPbwhExawYrn9xxI21TFfyw,The Pragmatic Engineer,504000.0,26,4025215,189538,524007,3677,"The creator of OpenClaw: ""I ship code I don't read"""
@VogalizandoaHistória,Vogalizando a História,,25,1267975,45998,114857,1187,O ACIDENTE NUCLEAR DE CHERNOBYL
@AjaxGaming47,Ajax Gaming,747000.0,25,1716219,58273,146195,573,Top 100 Secret Features in 4.2 Update 😍 New PRIMEWOOD GENESIS Mode | Bgmi 4.2 Update Is Here 🔥#bgmi
@ScummBR,ScummBR,15300.0,25,1608,39,462,241,Directive 8020: Trailer PT-BR da Pré-Venda do jogo narrativo com legendas em PORTUGUÊS!
@RUYAX,RUYAX,936000.0,25,3807770,123212,421093,1975,CÓMO MEJORAR un BRAINROT COMÚN a DIVINO con este TRUCO de ESCAPA DEL TSUNAMI POR BRAINROTS (ROBLOX)
@Supermanualidades,supermanualidades,4240000.0,25,3918073,93081,709382,1534,Trucos virales con Taba Squishies - Supermanualidades
channel/UCBOs6624oqScw8PaU-Jzw9A,Data Tutorials,229000.0,25,231279,9745,20856,7732,Power BI Project | Real Time | Logistics Dashboard | Zero to Hero | Edition 2026 #powerbi #sql
@alexxcoll,Alex,,25,1622625,47898,215424,2158,"Spring Capsule Wardrobe 2026: 20 essential basics, endless outfits"
@HerzhaftKnusprig,Herzhaft & Knusprig,,25,181790,536,80236,739,Dieses einfache heiße Sandwich ging viral – und das aus gutem Grund! Unglaublich lecker!
@AlegriaMaxima,Alegria Maxima,31500.0,25,425056,7118,91699,1549,Lo que no se vio de Pablo Chill-E en Viña 2026
@CarterSullivan,Carter Sullivan,135000.0,25,492411,16662,37141,1956,whats in my bag 👜  my everyday essentials as an over-prepared trinket obsessed girl!
channel/UCUvkPEm38w6pq8w5QYgtPPw,CyberFlow,368000.0,24,1936349,38110,625151,449,How to ACTUALLY Learn Hacking in 2026 (VERY SPECIFIC)
@detrasdelpoder-123,Detrás Del Poder,,24,102946,364,82880,1527,El Hombre Más Poderoso Del Mundo | Vladimir Putin | Documental Completo
@jaisonclarinet,JaisonClarinet,191000.0,24,1995535,67675,194153,654,La conquista #video #2026 #drama #viralvideo #
@CactusLadyCreation,Cactus Lady Creation,49300.0,23,185003,3245,46391,725,10 Low-Cost Handmade Products With HIGH Profit Margins in 2026
@JaneOfMars,JaneofMars,32299.0,23,421733,10770,122648,2395,35 CURIOSIDADES DE JESTER | FREAK CIRCUS
@DerLangeSchatten,Der Lange Schatten,,23,101619,2620,22525,6276,Konfuzius - Dokumentation zum Einschlafen
@DanielaGolubeva,Daniela Golubeva,2410000.0,23,3972757,109016,1130255,1003,REVISÉ LA MOCHILA de mi hermanita ERIKA y no lo puedo creer  😱 (Tiene un SECRETO) | Daniela Golubeva
@Platzi,Platzi,1940000.0,23,4755030,203168,374080,1605,La tecnología y la Guerra de Irán
@splice,Splice,1660000.0,23,11779300,465688,1263232,986,Yaeji Gives A Tour of Her Playful Powerful Creative Studio (Studio Tour)
@nickflip,Nick Flip,15000.0,23,552404,17111,62295,621,How I Finally Unlocked My Steam Deck’s Full Potential
@ourfuntv0,Our Fun Tv,7410000.0,23,75474342,1910308,17375111,504,Funniest Fun Pregnant Top New Comedy Video 2026 😂 amazing best of funny video Ep 255 By Our Fun Tv
channel/UCbx_d228PdYwgB4Jz202SIQ,Gentleman Programming,117000.0,22,693439,22756,101266,1567,El ECOSISTEMA de IA que le falta a tu agente | Engram + SDD + Skills | Tutorial Completo
@Cozygamingclub,The Cozy Gaming Club,15200.0,22,100983,3734,13745,1588,Starting My New Life in Japan! 🌱 Japanese Rural Life Adventure PC Gameplay
@cardiodancewithclaupaty3076,CARDIO DANCE WITH CLAU & PATY,3070000.0,22,890346,23585,143029,344,CARDIO DANCE FITNESS | ESPECIAL 2026
channel/UCcE10s4MFy4eed7q7QkonZg,First To Eleven,2040000.0,22,4539776,152464,952767,261,"""Zombie"" - The Cranberries (Acoustic Cover by First To Eleven)"
@anko_channel,あんこ映画チャンネル,,22,27067,862,4193,1135,【待ちに待ってましたよ】映画『ランニング・マン』ネタバレなしレビュー
@NewScientist,New Scientist,515000.0,22,6125480,182076,949690,2428,AI Isn't as Powerful as We Think | Hannah Fry
@thediystruggle,The DIY Struggle,78600.0,22,186250,7212,21003,1413,DIY DECOUPAGE MADE SIMPLE (These are a MUST TRY in 2026)
@growingannanas,growingannanas,8060000.0,22,4605395,189983,441176,1300,"DAY 1- 30 MIN FULL BODY STRENGTH (The Grow Games) Full Body With Weights, Get Strong At Home"
@RosarioCooking,Rosario Cooking,667000.0,22,6880524,59246,2609438,213,Put Canned Corn in the Air Fryer… and Make THIS!
@vidIQES,vidIQ en Español,446000.0,21,348251,11849,55326,612,Cómo Obtener La Monetización De YouTube (GUÍA COMPLETA)
channel/UCcYrdFJF7hmPXRNaWdrko4w,Chris Brown,,21,22836258,501628,8500654,222,Chris Brown - Fallin' (Official Video) ft. Leon Thomas
@thomasbrush,Thomas Brush,436000.0,21,521935,23566,87547,1820,The Trick To Instantly Make Your Game FUN
@kikuragechaosslowlife,きくらげ,14900.0,21,648998,19765,130904,1229,もっと早く知りたかった…ぽこあポケモンでやりがちなNG＆コツ16選【50時間プレイ後の気づき】
@bisteconeee,Bistecone,,21,8737493,356960,991625,921,EXPERIMENTANDO RECEITAS VIRAIS DO TIKTOK! | BISTECA NA COZINHA EP.01
@curiosamente,CuriosaMente,4590000.0,21,3962027,155293,491715,705,¿Cómo la bazofia IA amenaza a CuriosaMente? (¡Y a tí!)
@cosmicexplorer-EN,New Cosmic Explorer,2870.0,21,553926,7690,317986,1528,10 Horrifying Distances in Space the Human Brain Can’t Process
@1nuken,いぬけん,51900.0,21,2007010,52029,413612,1232,【一気見】ハエの人生を最大限楽しむゲーム『Time Flies』【ゆっくり実況】
@CorduraArtificial,Cordura Artificial,1320000.0,21,4841300,186410,484996,1601,"""La PEOR Generación para ser JOVEN"""
@Octibenn,Octibenn,1420000.0,21,3678036,154152,347867,956,MIS VECINOS JUEGAN UN PARTIDO DE FUTBOL CONTRA EL COLEGIO Y TERMINO EN PELEA
@TinyBlocksmith,Tiny Blocksmith,29700.0,21,69344,2044,12113,4977,That Yellow Place | Tiny Glade | Timelapse Gameplay
@MayaGraves,Maya Graves,685000.0,21,945997,46304,67594,2213,DAILY VLOG| 21 Day Fast + Curtain Transformation + Prepping To Host + Homeschool Room Updates & More
@BluePaleSignal,Blue Pale Signal,3200.0,21,240388,785,91721,2810,The Most Dangerous Thing AI Has Learned to Do
@MDMsketchcomedy2025,MDM Sketch Comedy,1510000.0,21,19496150,950395,1319077,1642,uDlamini YiStar Part 05 - Episode Omni
@AlanLee27,Vlogging With Alan Lee,18900.0,20,41204,1042,12565,379,OBSESIÓN - ¿La Película Más INCÓMODA Del Año?
@ApertureThinking,Aperture,2550000.0,20,5146537,148444,919946,2248,The highest levels of dimension and its terrifying consequences
@TheBrokenSword,The Broken Sword,279000.0,20,919919,43408,105428,1365,Balrogs vs Dragons: Which Was More Powerful?
@EinfachGesund-j6l,Einfach Gesund,,20,81865,192,36865,649,Täglich 4 Eier: Was wirklich in deinem Körper passiert (Wissenschaft erklärt)
@cozykgames,Cozy K Games,116000.0,20,1021506,35540,184366,3479,running a lost and found!🔎 Lost But Found
@Shiipty,Shiipty,20300.0,20,71846,2637,13975,3961,"Casually playing my current household, the Greenburg's | The Sims 4 | 🏠 Current Household #1"
@JoshuaWeissmanRecipes,Joshua Weissman Recipes ,770000.0,20,11061657,381278,1634252,874,The Best Low Calorie Burger Ever
@CineResumenAcción,Cine Resumen Acción,10800.0,20,3835723,131348,734799,2807,El empleado del hotel de apariencia inofensiva resulta ser un asesino despiadado
channel/UCByOQJjav0CUDwxCk-jVNRQ,Drake,32500000.0,20,66907063,2515944,7306822,307,Drake - Whisper My Name
@Uglarvisk,Uglarvisk,10800.0,20,83423,3889,14077,1041,100% Fully Automated Factory Design Tips | Alchemy Factory
@QKgameknack,GameKnack【QuizKnockゲームチャンネル】,517000.0,20,4654219,233126,557040,3379,駅が爆増した桃鉄新作でQuizKnock西日本出身メンバーが対決！【桃太郎電鉄２ ～あなたの町も きっとある～】
@layluv,lay luv,800000.0,20,1097448,35218,251161,600,"grwm: my 5:00 A.M SCHOOL MORNING ROUTINE🌟 (update) *JUNIOR year* || ootd, gym + more!"
@yawaskits,YAWA SKITS,1450000.0,20,15232312,721055,1351099,2008,MY VILLAGE UNCLE (Yawaskits Movies)
@chloesmartx,Chloé Smart 🌷,58100.0,20,598099,25662,62260,889,HIGH SCHOOL WEEK IN MY LIFE VLOG📚 gcse | productive | school routine
@NewFriendz,New Friendz Dance Tv,,20,7499250,101472,3821680,221,HAWAK MO ANG BEAT ( Disco Remix ) - Dj Mogo | Tiktok Viral | Dance Fitness | Newfriendz
@honeysuckle_es,Honeysuckle en Español,932.0,20,29324,1048,4580,1223,¡Probé las recetas de botanas más virales de TikTok!
@GameWithTV,GameWith 新作ゲームレビュー,339000.0,20,1280522,40819,162982,1044,【2026年】超期待の新作おすすめホラーゲーム20選【PS/Switch/Steam/Xbox】
@Sterzik,Sterzik,478000.0,20,2983128,139424,255574,1328,Mit 1200km/h ins neue Jahr mit @HandOfBlood
@gameyawa,ゲーム夜話,203000.0,20,1295739,50394,190273,1158,【RPG誕生～FF7まで】ロールプレイングゲームの歴史と系譜【第249回-ゲーム夜話】
@Gurky,Gurky,,19,12089303,607694,1551371,1517,Je teste les plats préférés des dirigeants mondiaux
@brunorondini99,Bruno Rondini,2650.0,19,120109,4573,34236,172,Diferencia de edad | Sketch con Lu Iacono | Bruno Rondini
@FiNDiNGME-WOODWORKS,FiNDiNG ME,6750.0,19,206954,6849,59712,580,"QUICK & EASY: 1 PICKET Build That You'll Make AGAIN, and AGAIN"
@honeysuckle,Honeysuckle,1830000.0,19,8696456,372556,1036939,1263,I Tested the MOST VIEWED Tiktok Recipes!🍴
@zerodhaonline,Zerodha,756000.0,19,372354,9208,103063,492,Introducing Kite terminal mode: Build your trading workspace
@mialaurengreen,Mia Green,176000.0,19,1269457,52198,199433,2582,"FULL WEEK OF WORKOUTS | new workout split, how I’m switching up my training and being realistic"
@AnimeTmTalks,AnimeTm Talks,373000.0,19,1112182,28156,366814,663,Jujutsu Kaisen Complete Recap Before Season 3!
@Animerankingz,Anime Ranking,29700.0,19,418887,2689,193247,1532,Anime 2026 | Cấm Thuật Tái Sinh của Phế Vật | Tập 1-5 | Review Anime
channel/UCa2zEqmzgLvrz_PGAdJfBjg,santiGO,395000.0,19,571548,26093,134501,829,¡TE LA LIMPIA ENTERA! Probando el Aiper Scuba V3
channel/UCV31octs5hft6bZmokUgQlA,DevExpert - IA para Desarrolladores,61900.0,19,187516,4786,37774,1500,Domina Antigravity: Crea y Gestiona Agent Skills como un Experto
@UnknownNamedGuy,UnknownNamedGuy,125000.0,19,4843438,221237,1022226,153,Trinity Council - Block Tales OST
@Insider,Insider,9530000.0,19,19653252,531594,8560136,4285,How CIA Black Ops Actually Work | Authorized Account | Insider
@MadMorph,MadMorph,785000.0,19,1955682,66577,345278,9452,Fall Asleep while I play POKEMON POKOPIA
@Macakiux,Macakiux,817000.0,19,2117318,91189,222639,724,LO MEJOR DE LA MISIÓN A LA LUNA
@JioStudios,JioStudios,1540000.0,18,193951491,4004710,88200415,161,Dhurandhar The Revenge Official Hindi Trailer | Ranveer S | Aditya D | Roaring In Cinemas Now
@RaquelBrune_,Raquel Brune,547000.0,18,419803,17557,65112,1551,24 libros que todo el mundo debería leer
@OceannaFB,Oceanna,61500.0,18,252079,13309,23450,1549,London travel vlog: trying & rating british staples + ending up in the hospital?? 🥴🇬🇧
@RizadoGames,Rizado,1060000.0,18,32778672,496282,17146708,1460,I saved LILY LOVEBRAIDS in ENDING for CHAPTER 6! | Poppy Playtime [Chapter 5 Good Ending] Showcase
@neonrated,NEON,,18,45021471,970799,9361319,186,HOKUM - Official Trailer - In Theaters May 1
@JeffGeerling,Jeff Geerling,1070000.0,18,6575234,288513,755788,760,Bambu Lab 3D printers: Never again
@mahafuntv3,Maha Fun Tv,14600000.0,18,27768167,1092274,6571556,500,Eid Spacial Top Comedy Video 2026😂 Amazin Funny Video😂 Episode 102 By Maha Fun Tv
